siteID,namedLocation,collectDate,eventID,sampleID,samplerType,towsTrapsVolume,sampleNumber,towsTrapsNumber,zooDepth1,zooDepth2,zooDepth3,taxonID,nauplii,zooMinimumLength,zooMeanLength,zooMaximumLength,zooWidth,adjCountPerBottle,aquaticSiteType,countPerL
LIRO,LIRO.AOS.buoy.c1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.TOWNET.1,tow net,657,1,1,9,NA,NA,KERTES,N,0.1,0.1,0.1,NA,4000,lake,6.0882800608828
LIRO,LIRO.AOS.buoy.c1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.TOWNET.1,tow net,657,1,1,9,NA,NA,GASSTY,N,0.075,0.088,0.1,NA,4000,lake,6.0882800608828
LIRO,LIRO.AOS.littoral1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,GASSTY,N,0.075,0.075,0.075,NA,80,lake,3.3333333333333335
LIRO,LIRO.AOS.littoral1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,ASPSP4,N,0.375,0.425,0.475,NA,160,lake,6.666666666666667
LIRO,LIRO.AOS.littoral1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,CONSP8,N,0.15,0.199,0.275,0.071,54400,lake,2266.6666666666665
LIRO,LIRO.AOS.littoral1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,POLSP20,N,0.075,0.079,0.1,NA,560,lake,23.333333333333332
LIRO,LIRO.AOS.littoral1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,KERSER,N,0.125,0.125,0.125,NA,160,lake,6.666666666666667
LIRO,LIRO.AOS.littoral1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,KELLON,N,0.175,0.175,0.175,NA,80,lake,3.3333333333333335
LIRO,LIRO.AOS.littoral1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,COPSP,Y,0.1,0.148,0.225,NA,1200,lake,50
LIRO,LIRO.AOS.littoral1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,KERCRA,N,0.175,0.175,0.175,NA,80,lake,3.3333333333333335
LIRO,LIRO.AOS.littoral1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,KERTAU,N,0.175,0.194,0.225,NA,4000,lake,166.66666666666666
LIRO,LIRO.AOS.littoral1,2020-06-16T16:14:00Z,LIRO.20200616,LIRO.20200616.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,TRIMUL,N,0.175,0.181,0.2,0.1,320,lake,13.333333333333334
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,COPSP,Y,0.125,0.15,0.275,NA,803,lake,33.458333333333336
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,GASSTY,N,0.075,0.075,0.075,NA,15,lake,0.625
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,DAPSP1,N,0.65,0.775,0.95,NA,53,lake,2.2083333333333335
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,POLSP20,N,0.075,0.097,0.1,NA,60,lake,2.5
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,CALSP1,N,0.375,0.798,0.85,NA,120,lake,5
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,CYCSP,N,0.25,0.582,0.8,NA,143,lake,5.958333333333333
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,MESEDA,N,0.75,0.983,1.325,NA,98,lake,4.083333333333333
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,CONSP8,N,0.175,0.296,0.4,0.074,135,lake,5.625
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,LEPMIN,N,0.825,0.863,0.9,NA,188,lake,7.833333333333333
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,DAPPUL1,N,1,1.315,1.675,NA,165,lake,6.875
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,DIASP10,N,0.375,0.563,0.775,NA,45,lake,1.875
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,HOLGIB,N,1,1.125,1.25,NA,38,lake,1.5833333333333333
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,TRISP31,N,0.25,0.25,0.25,0.05,15,lake,0.625
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,KERTAU,N,0.15,0.163,0.175,NA,15,lake,0.625
LIRO,LIRO.AOS.littoral1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,TROPRA1,N,0.45,0.479,0.5,NA,105,lake,4.375
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,KELBOS,N,0.125,0.125,0.125,NA,6000,lake,9.339975093399751
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,KERCRA,N,0.175,0.175,0.175,NA,3600,lake,5.603985056039851
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,GASSTY,N,0.075,0.075,0.075,NA,400,lake,0.6226650062266501
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,KERTIC,N,0.1,0.1,0.1,NA,5200,lake,8.094645080946451
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,CONSP8,N,0.075,0.083,0.1,0.058,1200,lake,1.8679950186799503
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,COPSP,Y,0.125,0.153,0.25,NA,17200,lake,26.774595267745955
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,DIASP10,N,0.675,0.675,0.675,NA,400,lake,0.6226650062266501
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,POLSP20,N,0.075,0.098,0.1,NA,51200,lake,79.70112079701121
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,CONUNI,N,0.075,0.075,0.075,0.05,4000,lake,6.226650062266501
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,KERCOC,N,0.125,0.125,0.125,NA,37600,lake,58.53051058530511
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,DAPSP1,N,0.75,0.775,0.8,NA,800,lake,1.2453300124533002
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,MESEDA,N,1.325,1.375,1.425,NA,800,lake,1.2453300124533002
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,LEPMIN,N,0.9,0.9,0.9,NA,400,lake,0.6226650062266501
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,GASHYP,N,0.075,0.088,0.1,NA,1600,lake,2.4906600249066004
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,ASCECA,N,0.1,0.1,0.1,NA,400,lake,0.6226650062266501
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,TROPRA1,N,0.4,0.4,0.4,NA,400,lake,0.6226650062266501
LIRO,LIRO.AOS.buoy.c1,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.TOWNET.1,tow net,642.4,1,1,8.8,NA,NA,CYCSP,N,0.425,0.481,0.575,NA,1600,lake,2.4906600249066004
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,DAPPUL1,N,0.925,1.2,1.425,NA,11,lake,0.4583333333333333
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,MESEDA,N,0.75,0.915,1.3,NA,36,lake,1.5
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,TROPRA1,N,0.425,0.488,0.5,NA,126,lake,5.25
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,KERTAU,N,0.15,0.16,0.175,NA,18,lake,0.75
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,CYCSP,N,0.25,0.479,0.7,NA,68,lake,2.8333333333333335
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,CALSP1,N,0.75,0.788,0.825,NA,7,lake,0.2916666666666667
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,COPSP,Y,0.125,0.168,0.25,NA,1066,lake,44.416666666666664
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,ACASP1,N,0.375,0.375,0.375,NA,7,lake,0.2916666666666667
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,KERCRA,N,0.15,0.173,0.175,NA,58,lake,2.4166666666666665
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,GASSTY,N,0.075,0.075,0.075,NA,4,lake,0.16666666666666666
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,CONSP8,N,0.175,0.266,0.35,0.075,205,lake,8.541666666666666
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,POLSP20,N,0.1,0.1,0.1,NA,36,lake,1.5
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,LEPMIN,N,0.8,0.873,1,NA,90,lake,3.75
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,TRISP31,N,0.225,0.225,0.225,0.05,4,lake,0.16666666666666666
LIRO,LIRO.AOS.littoral2,2020-07-22T15:43:00Z,LIRO.20200722,LIRO.20200722.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,1,NA,DIASP10,N,0.475,0.733,0.925,NA,11,lake,0.4583333333333333
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,LEPMIN,N,0.875,0.934,1,NA,72,lake,3
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,MESEDA,N,0.675,0.945,1.2,NA,21,lake,0.875
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,CYCSP,N,0.275,0.315,0.35,NA,238,lake,9.916666666666666
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,CALSP1,N,0.675,0.79,0.875,NA,106,lake,4.416666666666667
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,POLSP20,N,0.075,0.083,0.1,NA,13,lake,0.5416666666666666
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,BRAANG,N,0.1,0.1,0.1,NA,4,lake,0.16666666666666666
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,CONUNI,N,0.075,0.079,0.1,0.05,85,lake,3.5416666666666665
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,KELLON,N,0.15,0.15,0.15,NA,21,lake,0.875
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,TROPRA1,N,0.4,0.449,0.525,NA,412,lake,17.166666666666668
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,COPSP,Y,0.125,0.188,0.25,NA,927,lake,38.625
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,DAPPUL1,N,1,1,1,NA,4,lake,0.16666666666666666
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,DAPSP1,N,0.55,0.75,0.825,NA,17,lake,0.7083333333333334
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,POLPED,N,1,1,1,NA,4,lake,0.16666666666666666
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,HOLGIB,N,0.75,0.75,0.75,NA,4,lake,0.16666666666666666
LIRO,LIRO.AOS.littoral1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.2,Schindler-Patalas,24,2,2,0.5,1.1,NA,DIASP10,N,0.45,0.66,0.85,NA,21,lake,0.875
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,HOLGIB,N,0.75,1,1.75,NA,640,lake,1.031426269137792
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,MONSP8,N,0.075,0.075,0.075,NA,160,lake,0.257856567284448
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,CALSP1,N,0.7,0.7,0.7,NA,160,lake,0.257856567284448
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,CONUNI,N,0.075,0.075,0.075,0.05,20320,lake,32.7477840451249
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,CHASP13,N,7.575,7.575,7.575,NA,160,lake,0.257856567284448
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,TROPRA1,N,0.4,0.514,0.65,NA,1760,lake,2.836422240128928
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,ASCOVA,N,0.075,0.09,0.1,NA,800,lake,1.2892828364222402
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,COPSP,Y,0.1,0.153,0.25,NA,10080,lake,16.244963738920227
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,LEPMIN,N,0.975,0.975,0.975,NA,160,lake,0.257856567284448
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,CYCSP,N,0.25,0.539,0.825,NA,2560,lake,4.125705076551168
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,KELBOS,N,0.125,0.125,0.125,NA,2080,lake,3.3521353746978244
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,POLSP20,N,0.075,0.093,0.1,NA,7520,lake,12.119258662369058
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,DAPSP1,N,0.675,0.725,0.75,NA,480,lake,0.7735697018533441
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,KERCOC,N,0.125,0.125,0.125,NA,320,lake,0.515713134568896
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,MESEDA,N,1.325,1.325,1.325,NA,160,lake,0.257856567284448
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,KERCRA,N,0.175,0.175,0.175,NA,960,lake,1.5471394037066881
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,KERTAU,N,0.175,0.175,0.175,NA,640,lake,1.031426269137792
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,DAPROS,N,0.925,1.279,2.1,NA,960,lake,1.5471394037066881
LIRO,LIRO.AOS.buoy.c1,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.TOWNET.1,tow net,620.5,1,1,8.5,NA,NA,KERSER,N,0.1,0.103,0.125,NA,2560,lake,4.125705076551168
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,CONUNI,N,0.075,0.075,0.075,0.05,27,lake,1.125
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,DAPPUL1,N,1,1,1,NA,4,lake,0.16666666666666666
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,CALSP1,N,0.45,0.73,0.85,NA,84,lake,3.5
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,KERTAU,N,0.175,0.175,0.175,NA,8,lake,0.3333333333333333
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,SIDCRY,N,1,1,1,NA,4,lake,0.16666666666666666
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,LEPMIN,N,0.9,0.938,1,NA,171,lake,7.125
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,HOLGIB,N,0.55,0.666,1,NA,42,lake,1.75
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,COPSP,Y,0.15,0.2,0.25,NA,638,lake,26.583333333333332
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,CYCSP,N,0.3,0.315,0.375,NA,57,lake,2.375
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,POLSP20,N,0.075,0.095,0.1,NA,19,lake,0.7916666666666666
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,KERCOC,N,0.125,0.125,0.125,NA,4,lake,0.16666666666666666
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,DIASP10,N,1.075,1.075,1.075,NA,4,lake,0.16666666666666666
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,MESEDA,N,0.775,1.038,1.3,NA,8,lake,0.3333333333333333
LIRO,LIRO.AOS.littoral2,2020-09-10T16:51:00Z,LIRO.20200910,LIRO.20200910.SCHINDLER.3,Schindler-Patalas,24,3,2,0.5,0.9,NA,TROPRA1,N,0.4,0.447,0.5,NA,65,lake,2.7083333333333335
LIRO,LIRO.AOS.buoy.c1,2021-04-14T17:46:00Z,LIRO.20210414,LIRO.20210414.TOWNET.1,tow net,1460,1,2,10,10,NA,COLSP12,N,NA,NA,NA,0.075,700,lake,0.4794520547945205
LIRO,LIRO.AOS.buoy.c1,2021-04-14T17:46:00Z,LIRO.20210414,LIRO.20210414.TOWNET.1,tow net,1460,1,2,10,10,NA,DAPSP1,N,0.8,0.8,0.8,NA,700,lake,0.4794520547945205
LIRO,LIRO.AOS.buoy.c1,2021-04-14T17:46:00Z,LIRO.20210414,LIRO.20210414.TOWNET.1,tow net,1460,1,2,10,10,NA,KELLON,N,0.15,0.15,0.15,NA,17500,lake,11.986301369863014
LIRO,LIRO.AOS.buoy.c1,2021-04-14T17:46:00Z,LIRO.20210414,LIRO.20210414.TOWNET.1,tow net,1460,1,2,10,10,NA,GASSTY,N,0.1,0.113,0.125,NA,4200,lake,2.8767123287671232
LIRO,LIRO.AOS.buoy.c1,2021-04-14T17:46:00Z,LIRO.20210414,LIRO.20210414.TOWNET.1,tow net,1460,1,2,10,10,NA,SYNSP8,N,0.125,0.211,0.3,NA,66500,lake,45.54794520547945
LIRO,LIRO.AOS.buoy.c1,2021-04-14T17:46:00Z,LIRO.20210414,LIRO.20210414.TOWNET.1,tow net,1460,1,2,10,10,NA,KERTAU,N,0.2,0.2,0.2,NA,19600,lake,13.424657534246576
