uid,domain_id,site_id,named_location,collect_date,processed_date,parent_sample_id,sample_id,sample_code,analysis_type,field_sample_volume,lab_sample_volume,domain_filter_volume,adj_ash_free_dry_mass,plant_dry_mass,plant_surface_area,plant_adj_ash_free_dry_mass,preservative_type,preservative_volume,remarks,measured_by,recorded_by,sample_condition,ash_mass_data_qf,data_qf,publication_date,release
7627d5db-76db-409b-a47c-b5a1c2c5b7ee,D05,LIRO,LIRO.AOS.littoral1,2019-05-15T16:56:00Z,2019-05-16T14:08:00Z,LIRO.20190515.PHYTOPLANKTON.3,LIRO.20190515.PHYTOPLANKTON.3.AFDM.1,NA,AFDM,4000,NA,250,3e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T175848Z,RELEASE-2024
1632574c-5111-4893-8faf-4a2e1bda5481,D05,LIRO,LIRO.AOS.buoy.c1,2019-05-15T16:56:00Z,2019-05-16T14:18:00Z,LIRO.20190515.PHYTOPLANKTON.1,LIRO.20190515.PHYTOPLANKTON.1.TAXONOMY,A00000076106,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T175848Z,RELEASE-2024
b9f2ca65-8753-4b8e-abf9-7623e31e3937,D05,LIRO,LIRO.AOS.littoral1,2019-05-15T16:56:00Z,2019-05-16T14:08:00Z,LIRO.20190515.PHYTOPLANKTON.3,LIRO.20190515.PHYTOPLANKTON.3.TAXONOMY,A00000076105,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T175848Z,RELEASE-2024
d532082f-9035-4f45-ad67-063b537c88c6,D05,LIRO,LIRO.AOS.buoy.c1,2019-05-15T16:56:00Z,2019-05-16T14:18:00Z,LIRO.20190515.PHYTOPLANKTON.1,LIRO.20190515.PHYTOPLANKTON.1.AFDM.1,NA,AFDM,4000,NA,250,2e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T175848Z,RELEASE-2024
4cb2404e-0b0a-44ce-afc4-d8d6d3793294,D05,LIRO,LIRO.AOS.riparian.point.07,2019-05-15T16:56:00Z,2019-05-16T19:12:00Z,LIRO.20190515.EPIXYLON.7,LIRO.20190515.EPIXYLON.7.AFDM.1,NA,AFDM,125,NA,10,0.0052,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T175848Z,RELEASE-2024
37e45e82-4b19-4989-81f9-41143c7ff872,D05,LIRO,LIRO.AOS.littoral2,2019-05-15T16:56:00Z,2019-05-16T14:14:00Z,LIRO.20190515.PHYTOPLANKTON.2,LIRO.20190515.PHYTOPLANKTON.2.TAXONOMY,A00000076107,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T175848Z,RELEASE-2024
909dad0b-79d0-4773-bd00-1a66e25c9455,D05,LIRO,LIRO.AOS.riparian.point.05,2019-05-15T16:56:00Z,2019-05-16T14:45:00Z,LIRO.20190515.EPIXYLON.5,LIRO.20190515.EPIXYLON.5.TAXONOMY,A00000076110,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T175848Z,RELEASE-2024
796e4f12-4dbb-45c4-b6bf-b5b6cdcddc1e,D05,LIRO,LIRO.AOS.riparian.point.09,2019-05-15T16:56:00Z,2019-05-16T14:47:00Z,LIRO.20190515.EPIXYLON.9,LIRO.20190515.EPIXYLON.9.AFDM.1,NA,AFDM,125,NA,5,0.0012,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T175848Z,RELEASE-2024
cd0833ac-971d-47aa-b73b-d1aa5cc214b3,D05,LIRO,LIRO.AOS.riparian.point.01,2019-05-15T16:56:00Z,2019-05-16T17:42:00Z,LIRO.20190515.EPIXYLON.1,LIRO.20190515.EPIXYLON.1.TAXONOMY,A00000076111,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0001-8490-5154,OK,NA,NA,20231227T175848Z,RELEASE-2024
9c396866-4c10-42fe-8ea5-dfe0bafaf4fa,D05,LIRO,LIRO.AOS.littoral2,2019-07-24T20:27:00Z,2019-07-25T15:32:00Z,LIRO.20190724.PHYTOPLANKTON.2,LIRO.20190724.PHYTOPLANKTON.2.AFDM.1,NA,AFDM,4000,NA,150,4e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
aa267007-9005-4c4f-a3ee-5e492b94b2aa,D05,LIRO,LIRO.AOS.littoral1,2019-07-24T20:27:00Z,2019-07-25T15:56:00Z,LIRO.20190724.PHYTOPLANKTON.3,LIRO.20190724.PHYTOPLANKTON.3.TAXONOMY,A00000077377,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
047c7c0c-ddba-452d-95aa-af226f03c261,D05,LIRO,LIRO.AOS.buoy.c1,2019-07-24T20:27:00Z,2019-07-25T15:03:00Z,LIRO.20190724.PHYTOPLANKTON.1,LIRO.20190724.PHYTOPLANKTON.1.TAXONOMY,A00000077375,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
13d7228a-1f95-4c07-86d0-1b4f675541ab,D05,LIRO,LIRO.AOS.riparian.point.09,2019-07-24T20:27:00Z,2019-07-25T18:32:00Z,LIRO.20190724.EPIXYLON.9,LIRO.20190724.EPIXYLON.9.AFDM.1,NA,AFDM,125,NA,6,0.0013,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
e6af88d6-d1ec-4955-93f7-f7503dd81ba7,D05,LIRO,LIRO.AOS.littoral2,2019-07-24T20:27:00Z,2019-07-25T15:32:00Z,LIRO.20190724.PHYTOPLANKTON.2,LIRO.20190724.PHYTOPLANKTON.2.TAXONOMY,A00000077376,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
89fef9cb-a48e-41be-8aca-59db88b2dacc,D05,LIRO,LIRO.AOS.riparian.point.07,2019-07-24T20:27:00Z,2019-07-25T18:30:00Z,LIRO.20190724.EPIXYLON.7,LIRO.20190724.EPIXYLON.7.TAXONOMY,A00000077392,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
e33bf54d-7b0b-42bd-a81f-cb14b1d42679,D05,LIRO,LIRO.AOS.riparian.point.07,2019-07-24T20:27:00Z,2019-07-25T18:30:00Z,LIRO.20190724.EPIXYLON.7,LIRO.20190724.EPIXYLON.7.AFDM.1,NA,AFDM,125,NA,6,0.0021,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
0e577619-e395-4f10-b21c-8cae8bb9bc6e,D05,LIRO,LIRO.AOS.riparian.point.03,2019-07-24T20:27:00Z,2019-07-25T17:24:00Z,LIRO.20190724.EPIXYLON.3,LIRO.20190724.EPIXYLON.3.AFDM.1,NA,AFDM,125,NA,6,0.0012,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
7ac2ab6f-a546-4927-9daf-1e462c149ae1,D05,LIRO,LIRO.AOS.riparian.point.05,2019-07-24T20:27:00Z,2019-07-25T18:11:00Z,LIRO.20190724.EPIXYLON.5,LIRO.20190724.EPIXYLON.5.TAXONOMY,A00000077391,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
a1a128f4-9c00-4113-8447-44154b54840b,D05,LIRO,LIRO.AOS.riparian.point.05,2019-07-24T20:27:00Z,2019-07-25T18:11:00Z,LIRO.20190724.EPIXYLON.5,LIRO.20190724.EPIXYLON.5.AFDM.1,NA,AFDM,125,NA,6,0.0019,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
8fc8327e-3621-42ec-aa23-f3ede87545a9,D05,LIRO,LIRO.AOS.buoy.c1,2019-07-24T20:27:00Z,2019-07-25T15:03:00Z,LIRO.20190724.PHYTOPLANKTON.1,LIRO.20190724.PHYTOPLANKTON.1.AFDM.1,NA,AFDM,4000,NA,100,3e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
504a4eec-b59e-43e5-a686-6f4b8448557e,D05,LIRO,LIRO.AOS.riparian.point.01,2019-07-24T20:27:00Z,2019-07-25T17:14:00Z,LIRO.20190724.EPIXYLON.1,LIRO.20190724.EPIXYLON.1.AFDM.1,NA,AFDM,125,NA,6,0.0031,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
7ca2895b-fbf8-42ec-9e57-546ce4cf5db4,D05,LIRO,LIRO.AOS.littoral1,2019-07-24T20:27:00Z,2019-07-25T15:56:00Z,LIRO.20190724.PHYTOPLANKTON.3,LIRO.20190724.PHYTOPLANKTON.3.AFDM.1,NA,AFDM,4000,NA,150,3e-4,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
a0e31de3-2b2a-4f25-9db0-1a8179d9a4a7,D05,LIRO,LIRO.AOS.riparian.point.03,2019-07-24T20:27:00Z,2019-07-25T17:24:00Z,LIRO.20190724.EPIXYLON.3,LIRO.20190724.EPIXYLON.3.TAXONOMY,A00000077390,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T165454Z,RELEASE-2024
a3bbf953-b37c-4394-8323-d59f8cc89277,D05,LIRO,LIRO.AOS.littoral2,2019-09-10T15:46:00Z,2019-09-11T14:43:00Z,LIRO.20190910.PHYTOPLANKTON.3,LIRO.20190910.PHYTOPLANKTON.3.AFDM.1,NA,AFDM,4000,NA,150,0.0017,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
755df140-1d98-413c-aa8e-351c5015b6be,D05,LIRO,LIRO.AOS.riparian.point.01,2019-09-10T15:46:00Z,2019-09-11T15:38:00Z,LIRO.20190910.EPIXYLON.1,LIRO.20190910.EPIXYLON.1.AFDM.1,NA,AFDM,125,NA,6,0.0036,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
6f9a0972-546a-4baf-a1af-9f4f941ed813,D05,LIRO,LIRO.AOS.buoy.c1,2019-09-10T15:46:00Z,2019-09-11T13:23:00Z,LIRO.20190910.PHYTOPLANKTON.1,LIRO.20190910.PHYTOPLANKTON.1.TAXONOMY,A00000078395,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
f1c43d17-cb91-409b-a3ee-71b3cdf70908,D05,LIRO,LIRO.AOS.littoral1,2019-09-10T15:46:00Z,2019-09-11T13:55:00Z,LIRO.20190910.PHYTOPLANKTON.2,LIRO.20190910.PHYTOPLANKTON.2.AFDM.1,NA,AFDM,4000,NA,150,0.002,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
5e48a191-348b-4022-b6f8-583c6fd9c702,D05,LIRO,LIRO.AOS.riparian.point.01,2019-09-10T15:46:00Z,2019-09-11T15:38:00Z,LIRO.20190910.EPIXYLON.1,LIRO.20190910.EPIXYLON.1.TAXONOMY,A00000078407,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
f28d7fae-1b2b-4640-a42a-dd2f47e8c596,D05,LIRO,LIRO.AOS.buoy.c1,2019-09-10T15:46:00Z,2019-09-11T13:23:00Z,LIRO.20190910.PHYTOPLANKTON.1,LIRO.20190910.PHYTOPLANKTON.1.AFDM.1,NA,AFDM,4000,NA,100,0.0015,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
679d356c-bcba-492c-8e81-e1f6fe7bdd97,D05,LIRO,LIRO.AOS.riparian.point.03,2019-09-10T15:46:00Z,2019-09-11T16:07:00Z,LIRO.20190910.EPIXYLON.3,LIRO.20190910.EPIXYLON.3.AFDM.1,NA,AFDM,125,NA,6,0.0026,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
0962606b-0456-4c7a-9391-16ae5467717b,D05,LIRO,LIRO.AOS.riparian.point.03,2019-09-10T15:46:00Z,2019-09-11T16:07:00Z,LIRO.20190910.EPIXYLON.3,LIRO.20190910.EPIXYLON.3.TAXONOMY,A00000078409,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
3328d1a4-c637-470e-8b8c-a0290ddf6ad2,D05,LIRO,LIRO.AOS.littoral2,2019-09-10T15:46:00Z,2019-09-11T14:43:00Z,LIRO.20190910.PHYTOPLANKTON.3,LIRO.20190910.PHYTOPLANKTON.3.TAXONOMY,A00000078402,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
b9fc993a-5069-4102-9353-96aef7e3616e,D05,LIRO,LIRO.AOS.riparian.point.05,2019-09-10T15:46:00Z,2019-09-11T17:23:00Z,LIRO.20190910.EPIXYLON.5,LIRO.20190910.EPIXYLON.5.AFDM.1,NA,AFDM,125,NA,6,0.0034,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
11cd9fae-be05-4bb0-8d6f-8404e8e4923c,D05,LIRO,LIRO.AOS.riparian.point.09,2019-09-10T15:46:00Z,2019-09-11T16:09:00Z,LIRO.20190910.EPIXYLON.9,LIRO.20190910.EPIXYLON.9.AFDM.1,NA,AFDM,125,NA,4,0.0051,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
483b53da-092d-448b-9ec6-1b8b8e58d8c0,D05,LIRO,LIRO.AOS.littoral1,2019-09-10T15:46:00Z,2019-09-11T13:55:00Z,LIRO.20190910.PHYTOPLANKTON.2,LIRO.20190910.PHYTOPLANKTON.2.TAXONOMY,A00000078399,taxonomy,4000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
b5415a7a-16db-4acc-b2f3-51f21575d297,D05,LIRO,LIRO.AOS.riparian.point.09,2019-09-10T15:46:00Z,2019-09-11T16:09:00Z,LIRO.20190910.EPIXYLON.9,LIRO.20190910.EPIXYLON.9.TAXONOMY,A00000078408,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
c176b722-8154-4756-b4d6-ddb0857c51eb,D05,LIRO,LIRO.AOS.riparian.point.07,2019-09-10T15:46:00Z,2019-09-11T15:45:00Z,LIRO.20190910.EPIXYLON.7,LIRO.20190910.EPIXYLON.7.AFDM.1,NA,AFDM,125,NA,6,0.0031,NA,NA,NA,NA,NA,NA,0000-0001-8705-5714,0000-0003-1075-1249,OK,NA,NA,20231227T172449Z,RELEASE-2024
987df844-1e72-42d2-9235-8dae14c1b325,D06,MCDI,MCDI.AOS.reach,2017-04-17T10:45:00Z,2017-04-17T16:32:00Z,MCDI.20170417.EPILITHON.3,MCDI.20170417.EPILITHON.3,NA,AFDM,125,NA,2,NA,NA,NA,NA,NA,NA,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,undetermined,NA,NA,20231227T032153Z,RELEASE-2024
77f41db8-ac94-42b0-b3c7-68048c7faa97,D06,MCDI,MCDI.AOS.reach,2017-04-17T10:45:00Z,2017-04-17T16:34:00Z,MCDI.20170417.EPILITHON.4,MCDI.20170417.EPILITHON.4,NA,AFDM,125,NA,2,NA,NA,NA,NA,NA,NA,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,undetermined,NA,NA,20231227T032153Z,RELEASE-2024
aa26e4d1-507b-4e97-8fe9-eaeb0cf7605f,D06,MCDI,MCDI.AOS.reach,2017-04-17T10:45:00Z,2017-04-17T16:10:00Z,MCDI.20170417.EPILITHON.1,MCDI.20170417.EPILITHON.1,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,OK,NA,NA,20231227T032153Z,RELEASE-2024
134f4386-2c14-48e6-ac6e-f31aafba913b,D06,MCDI,MCDI.AOS.reach,2017-04-17T10:45:00Z,2017-04-17T16:11:00Z,MCDI.20170417.EPILITHON.2,MCDI.20170417.EPILITHON.2,NA,AFDM,125,NA,4,NA,NA,NA,NA,NA,NA,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,undetermined,NA,NA,20231227T032153Z,RELEASE-2024
38ab471e-6f79-4d4d-83b6-4eee62cd5893,D06,MCDI,MCDI.AOS.S2,2017-04-17T10:45:00Z,2017-04-17T15:56:00Z,MCDI.20170417.SESTON.1,MCDI.20170417.SESTON.1,NA,taxonomy,6000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,OK,NA,NA,20231227T032153Z,RELEASE-2024
4c29956d-2c7c-4f0a-89ee-5dcaaff53de4,D06,MCDI,MCDI.AOS.S2,2017-04-17T10:45:00Z,2017-04-17T15:56:00Z,MCDI.20170417.SESTON.1,MCDI.20170417.SESTON.1,NA,AFDM,6000,NA,350,NA,NA,NA,NA,NA,NA,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,undetermined,NA,NA,20231227T032153Z,RELEASE-2024
fedc22f5-77d9-4579-a860-10433f2cb166,D06,MCDI,MCDI.AOS.reach,2017-04-17T10:45:00Z,2017-04-17T16:11:00Z,MCDI.20170417.EPILITHON.2,MCDI.20170417.EPILITHON.2,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,OK,NA,NA,20231227T032153Z,RELEASE-2024
d95712e3-0614-4a3e-bd02-b62f2a31656e,D06,MCDI,MCDI.AOS.reach,2017-04-17T10:45:00Z,2017-04-17T16:32:00Z,MCDI.20170417.EPILITHON.3,MCDI.20170417.EPILITHON.3,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,OK,NA,NA,20231227T032153Z,RELEASE-2024
239d1c1b-62b7-4e98-ac6e-b0c5625151cb,D06,MCDI,MCDI.AOS.reach,2017-04-17T10:45:00Z,2017-04-17T16:34:00Z,MCDI.20170417.EPILITHON.4,MCDI.20170417.EPILITHON.4,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,OK,NA,NA,20231227T032153Z,RELEASE-2024
c59b5626-aad2-4eeb-b81c-6a04aede60a0,D06,MCDI,MCDI.AOS.reach,2017-04-17T10:45:00Z,2017-04-17T16:40:00Z,MCDI.20170417.EPILITHON.5,MCDI.20170417.EPILITHON.5,NA,AFDM,125,NA,2,NA,NA,NA,NA,NA,NA,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,undetermined,NA,NA,20231227T032153Z,RELEASE-2024
98c5880c-3d43-4658-b616-69907bfe4060,D06,MCDI,MCDI.AOS.reach,2017-04-17T10:45:00Z,2017-04-17T16:40:00Z,MCDI.20170417.EPILITHON.5,MCDI.20170417.EPILITHON.5,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,OK,NA,NA,20231227T032153Z,RELEASE-2024
54757f70-ca20-4abc-882a-d94d43069705,D06,MCDI,MCDI.AOS.reach,2017-04-17T10:45:00Z,2017-04-17T16:10:00Z,MCDI.20170417.EPILITHON.1,MCDI.20170417.EPILITHON.1,NA,AFDM,125,NA,2,NA,NA,NA,NA,NA,NA,NA,atajchman@battelleecology.org,mvaggiano@battelleecology.org,undetermined,NA,NA,20231227T032153Z,RELEASE-2024
e58e7d6d-2cb7-4d9b-b4dc-ebda1aa27ecb,D06,MCDI,MCDI.AOS.S2,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.SESTON.1,MCDI.20170719.SESTON.1,NA,AFDM,5000,NA,500,4e-4,NA,NA,NA,NA,NA,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
c4a373ad-5fc7-4d92-a754-d122e26c934b,D06,MCDI,MCDI.AOS.reach,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.EPILITHON.6,MCDI.20170719.EPILITHON.6,NA,AFDM,125,NA,4,7e-4,NA,NA,NA,NA,NA,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
c1903f9b-5634-4e47-9961-f3da403ce057,D06,MCDI,MCDI.AOS.reach,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.EPILITHON.3,MCDI.20170719.EPILITHON.3,NA,AFDM,125,NA,4,5e-4,NA,NA,NA,NA,NA,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
d36da5ee-40a2-4d51-b573-b9866e3b33e4,D06,MCDI,MCDI.AOS.S2,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.SESTON.1,MCDI.20170719.SESTON.1,NA,taxonomy,5000,1000,NA,NA,NA,NA,NA,Lugol's iodine,20,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
89141573-453d-48e3-ab1d-6a50b88b37bd,D06,MCDI,MCDI.AOS.reach,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.EPILITHON.5,MCDI.20170719.EPILITHON.5,NA,AFDM,125,NA,4,0.0013,NA,NA,NA,NA,NA,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
443d0e7c-8cf9-4368-8d7d-cafbdb6d96d4,D06,MCDI,MCDI.AOS.reach,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.EPILITHON.2,MCDI.20170719.EPILITHON.2,NA,AFDM,125,NA,4,7e-4,NA,NA,NA,NA,NA,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
48304a6b-db28-408c-96b2-eae2e17075d0,D06,MCDI,MCDI.AOS.reach,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.EPILITHON.4,MCDI.20170719.EPILITHON.4,NA,AFDM,125,NA,4,0.0103,NA,NA,NA,NA,NA,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
4317152a-1fda-42c0-90d3-2973dc033e5a,D06,MCDI,MCDI.AOS.reach,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.EPILITHON.6,MCDI.20170719.EPILITHON.6,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
6ee73dbd-8627-4f45-a56b-f9e53394afaa,D06,MCDI,MCDI.AOS.reach,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.EPILITHON.5,MCDI.20170719.EPILITHON.5,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
8eb60426-b0a4-4fa5-9f93-3b3208a9c36d,D06,MCDI,MCDI.AOS.reach,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.EPILITHON.2,MCDI.20170719.EPILITHON.2,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
e6d72bf7-3301-43ed-81e4-e7d385861f02,D06,MCDI,MCDI.AOS.reach,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.EPILITHON.4,MCDI.20170719.EPILITHON.4,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
59bcba40-d6d8-4447-b15e-68c003491e0d,D06,MCDI,MCDI.AOS.reach,2017-07-19T13:57:00Z,2017-07-19T16:20:00Z,MCDI.20170719.EPILITHON.3,MCDI.20170719.EPILITHON.3,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T041545Z,RELEASE-2024
f956f517-f04b-47a1-acf5-2d6d76991270,D06,MCDI,MCDI.AOS.reach,2017-10-12T13:39:00Z,2017-10-12T19:40:00Z,MCDI.20171012.EPILITHON.6,MCDI.20171012.EPILITHON.6,NA,taxonomy,125,60,NA,NA,NA,NA,NA,glutaraldehyde,1.2,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T032147Z,RELEASE-2024
7a107ce5-e8a1-4be9-b4de-d34062b2ee4b,D06,MCDI,MCDI.AOS.reach,2017-10-12T13:39:00Z,2017-10-12T19:03:00Z,MCDI.20171012.EPILITHON.2,MCDI.20171012.EPILITHON.2,NA,AFDM,125,NA,4,3e-4,NA,NA,NA,NA,NA,NA,egawanda@battelleecology.org,jkukulski@battelleecology.org,OK,NA,NA,20231227T032147Z,RELEASE-2024
