aquaticSiteType,siteID.x,namedLocation.x,collectDate.x,eventID,parentSampleID,sampleID,habitatType,algalSampleType,samplerType,benthicArea,substratumSizeClass,plantSurfaceArea,fieldSampleVolume,labSampleVolume,preservativeVolume,domainFilterVolume,ashMassDataQF,adjAshFreeDryMass
lake,PRLA,PRLA.AOS.littoral2,2014-07-09T21:20:00Z,PRLA.20140709,PRLA.20140709.PHYTOPLANKTON.2,PRLA.20140709.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,1000,NA,NA,76,NA,0.0014
lake,PRLA,PRLA.AOS.littoral1,2014-07-09T21:20:00Z,PRLA.20140709,PRLA.20140709.PHYTOPLANKTON.1,PRLA.20140709.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,1000,NA,NA,73,NA,0.0012
lake,PRLA,PRLA.AOS.buoy.c0,2014-07-09T21:20:00Z,PRLA.20140709,PRLA.20140709.PHYTOPLANKTON.3,PRLA.20140709.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,1000,NA,NA,74,NA,0.001
lake,PRLA,PRLA.AOS.buoy.c0,2014-09-25T18:30:00Z,PRLA.20140925,PRLA.20140925.PHYTOPLANKTON.3,PRLA.20140925.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,2000,NA,NA,135,NA,0.0042
lake,PRLA,PRLA.AOS.littoral2,2014-09-25T18:30:00Z,PRLA.20140925,PRLA.20140925.PHYTOPLANKTON.2,PRLA.20140925.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,2000,NA,NA,134,NA,0.0031
lake,PRLA,PRLA.AOS.littoral1,2014-09-25T18:30:00Z,PRLA.20140925,PRLA.20140925.PHYTOPLANKTON.1,PRLA.20140925.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,2000,NA,NA,132,NA,0.0043
lake,PRLA,PRLA.AOS.riparian.point.09,2014-09-25T18:30:00Z,PRLA.20140925,PRLA.20140925.EPILITHON.5,PRLA.20140925.EPILITHON.5,littoral,epilithon,scrub,0.002406,NA,NA,125,NA,NA,3,NA,0.0046
lake,PRLA,PRLA.AOS.riparian.point.01,2014-09-25T18:30:00Z,PRLA.20140925,PRLA.20140925.EPILITHON.4,PRLA.20140925.EPILITHON.4,littoral,epilithon,scrub,0.002406,NA,NA,125,NA,NA,3,NA,0.0031
lake,PRLA,PRLA.AOS.riparian.point.02,2014-09-25T18:30:00Z,PRLA.20140925,PRLA.20140925.EPILITHON.3,PRLA.20140925.EPILITHON.3,littoral,epilithon,scrub,0.002406,NA,NA,125,NA,NA,3,NA,0.0044
lake,PRLA,PRLA.AOS.riparian.point.02,2015-07-20T16:40:00Z,PRLA.20150720,PRLA.20150720.EPILITHON.5,PRLA.20150720.EPILITHON.5,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,6,NA,0.0032
lake,PRLA,PRLA.AOS.littoral2,2015-07-20T16:40:00Z,PRLA.20150720,PRLA.20150720.PHYTOPLANKTON.2,PRLA.20150720.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,2000,NA,NA,100,NA,0.0039
lake,PRLA,PRLA.AOS.littoral1,2015-07-20T16:40:00Z,PRLA.20150720,PRLA.20150720.PHYTOPLANKTON.1,PRLA.20150720.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,2000,NA,NA,100,NA,0.0037
lake,PRLA,PRLA.AOS.buoy.c0,2015-07-20T16:40:00Z,PRLA.20150720,PRLA.20150720.PHYTOPLANKTON.3,PRLA.20150720.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,2000,NA,NA,100,NA,0.0037
lake,PRLA,PRLA.AOS.riparian.point.08,2015-07-20T16:40:00Z,PRLA.20150720,PRLA.20150720.EPILITHON.3,PRLA.20150720.EPILITHON.3,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,6,NA,0.0065
lake,PRLA,PRLA.AOS.riparian.point.09,2015-07-20T16:40:00Z,PRLA.20150720,PRLA.20150720.EPILITHON.2,PRLA.20150720.EPILITHON.2,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,6,NA,0.0034
lake,PRLA,PRLA.AOS.riparian.point.06,2015-07-20T16:40:00Z,PRLA.20150720,PRLA.20150720.EPILITHON.4,PRLA.20150720.EPILITHON.4,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0042
lake,PRLA,PRLA.AOS.riparian.point.10,2015-07-20T16:40:00Z,PRLA.20150720,PRLA.20150720.EPILITHON.1,PRLA.20150720.EPILITHON.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,4,NA,0.0055
lake,PRLA,PRLA.AOS.buoy.c0,2015-09-22T16:10:00Z,PRLA.20150922,PRLA.20150922.PHYTOPLANKTON.3,PRLA.20150922.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,3000,NA,NA,60,NA,0.0028
lake,PRLA,PRLA.AOS.riparian.point.07,2015-09-22T16:10:00Z,PRLA.20150922,PRLA.20150922.EPILITHON.2,PRLA.20150922.EPILITHON.2,littoral,epilithon,scrub,0.002406,NA,NA,125,NA,NA,3,NA,0.0044
lake,PRLA,PRLA.AOS.littoral1,2015-09-22T16:10:00Z,PRLA.20150922,PRLA.20150922.PHYTOPLANKTON.1,PRLA.20150922.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,3000,NA,NA,60,NA,0.0032
lake,PRLA,PRLA.AOS.riparian.point.05,2015-09-22T16:10:00Z,PRLA.20150922,PRLA.20150922.EPILITHON.3,PRLA.20150922.EPILITHON.3,littoral,epilithon,scrub,0.002406,NA,NA,125,NA,NA,2,NA,0.0065
lake,PRLA,PRLA.AOS.riparian.point.09,2015-09-22T16:10:00Z,PRLA.20150922,PRLA.20150922.EPILITHON.1,PRLA.20150922.EPILITHON.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0025
lake,PRLA,PRLA.AOS.riparian.point.03,2015-09-22T16:10:00Z,PRLA.20150922,PRLA.20150922.EPILITHON.4,PRLA.20150922.EPILITHON.4,littoral,epilithon,scrub,0.002406,NA,NA,125,NA,NA,3,NA,0.0028
lake,PRLA,PRLA.AOS.littoral2,2015-09-22T16:10:00Z,PRLA.20150922,PRLA.20150922.PHYTOPLANKTON.2,PRLA.20150922.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,3000,NA,NA,60,NA,0.0029
lake,PRLA,PRLA.AOS.riparian.point.01,2015-09-22T16:10:00Z,PRLA.20150922,PRLA.20150922.EPILITHON.5,PRLA.20150922.EPILITHON.5,littoral,epilithon,scrub,0.002406,NA,NA,125,NA,NA,3,NA,0.0028
lake,PRLA,PRLA.AOS.riparian.point.08,2016-04-21T14:20:00Z,PRLA.20160421,PRLA.20160421.EPILITHON.3,PRLA.20160421.EPILITHON.3,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0016
lake,PRLA,PRLA.AOS.buoy.c0,2016-04-21T14:20:00Z,PRLA.20160421,PRLA.20160421.PHYTOPLANKTON.3,PRLA.20160421.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,140,NA,0.0012
lake,PRLA,PRLA.AOS.riparian.point.02,2016-04-21T14:20:00Z,PRLA.20160421,PRLA.20160421.EPILITHON.9,PRLA.20160421.EPILITHON.9,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,10,NA,0.0013
lake,PRLA,PRLA.AOS.riparian.point.10,2016-04-21T14:20:00Z,PRLA.20160421,PRLA.20160421.EPILITHON.1,PRLA.20160421.EPILITHON.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0025
lake,PRLA,PRLA.AOS.riparian.point.06,2016-04-21T14:20:00Z,PRLA.20160421,PRLA.20160421.EPILITHON.5,PRLA.20160421.EPILITHON.5,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0018
lake,PRLA,PRLA.AOS.littoral1,2016-04-21T14:20:00Z,PRLA.20160421,PRLA.20160421.PHYTOPLANKTON.1,PRLA.20160421.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,100,NA,0.0015
lake,PRLA,PRLA.AOS.littoral2,2016-04-21T14:20:00Z,PRLA.20160421,PRLA.20160421.PHYTOPLANKTON.2,PRLA.20160421.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,100,NA,0.0012
lake,PRLA,PRLA.AOS.riparian.point.04,2016-04-21T14:20:00Z,PRLA.20160421,PRLA.20160421.EPILITHON.7,PRLA.20160421.EPILITHON.7,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0025
lake,PRLA,PRLA.AOS.littoral2,2016-07-18T14:20:00Z,PRLA.20160718,PRLA.20160718.PHYTOPLANKTON.2,PRLA.20160718.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,75,NA,0.0032
lake,PRLA,PRLA.AOS.riparian.point.10,2016-07-18T14:20:00Z,PRLA.20160718,PRLA.20160718.EPILITHON.1,PRLA.20160718.EPILITHON.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0018
lake,PRLA,PRLA.AOS.riparian.point.06,2016-07-18T14:20:00Z,PRLA.20160718,PRLA.20160718.EPILITHON.5,PRLA.20160718.EPILITHON.5,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0053
lake,PRLA,PRLA.AOS.riparian.point.04,2016-07-18T14:20:00Z,PRLA.20160718,PRLA.20160718.EPILITHON.7,PRLA.20160718.EPILITHON.7,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0025
lake,PRLA,PRLA.AOS.littoral1,2016-07-18T14:20:00Z,PRLA.20160718,PRLA.20160718.PHYTOPLANKTON.1,PRLA.20160718.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,75,NA,0.0036
lake,PRLA,PRLA.AOS.riparian.point.02,2016-07-18T14:20:00Z,PRLA.20160718,PRLA.20160718.EPILITHON.9,PRLA.20160718.EPILITHON.9,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0019
lake,PRLA,PRLA.AOS.buoy.c0,2016-07-18T14:20:00Z,PRLA.20160718,PRLA.20160718.PHYTOPLANKTON.3,PRLA.20160718.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,75,NA,0.0029
lake,PRLA,PRLA.AOS.riparian.point.08,2016-07-18T14:20:00Z,PRLA.20160718,PRLA.20160718.EPILITHON.3,PRLA.20160718.EPILITHON.3,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.003
lake,PRLA,PRLA.AOS.riparian.point.03,2016-09-14T14:30:00Z,PRLA.20160914,PRLA.20160914.EPILITHON.8,PRLA.20160914.EPILITHON.8,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,4,NA,0.0026
lake,PRLA,PRLA.AOS.littoral1,2016-09-14T14:30:00Z,PRLA.20160914,PRLA.20160914.PHYTOPLANKTON.1,PRLA.20160914.PHYTOPLANKTON.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,2000,NA,NA,40,NA,0.0011
lake,PRLA,PRLA.AOS.buoy.c0,2016-09-14T14:30:00Z,PRLA.20160914,PRLA.20160914.PHYTOPLANKTON.3,PRLA.20160914.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,2000,NA,NA,40,NA,0.0012
lake,PRLA,PRLA.AOS.riparian.point.05,2016-09-14T14:30:00Z,PRLA.20160914,PRLA.20160914.EPILITHON.6,PRLA.20160914.EPILITHON.6,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,4,NA,0.0027
lake,PRLA,PRLA.AOS.riparian.point.07,2016-09-14T14:30:00Z,PRLA.20160914,PRLA.20160914.EPILITHON.4,PRLA.20160914.EPILITHON.4,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,4,NA,0.0028
lake,PRLA,PRLA.AOS.riparian.point.09,2016-09-14T14:30:00Z,PRLA.20160914,PRLA.20160914.EPILITHON.2,PRLA.20160914.EPILITHON.2,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0023
lake,PRLA,PRLA.AOS.riparian.point.01,2016-09-14T14:30:00Z,PRLA.20160914,PRLA.20160914.EPILITHON.10,PRLA.20160914.EPILITHON.10,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,4,NA,0.0012
lake,PRLA,PRLA.AOS.littoral2,2016-09-14T14:30:00Z,PRLA.20160914,PRLA.20160914.PHYTOPLANKTON.2,PRLA.20160914.PHYTOPLANKTON.2,pelagic,phytoplankton,Kemmerer,NA,NA,NA,2000,NA,NA,40,NA,0.0015
lake,PRLA,PRLA.AOS.riparian.point.09,2017-04-17T15:15:00Z,PRLA.20170417,PRLA.20170417.EPILITHON.9,PRLA.20170417.EPILITHON.9,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,6,NA,0.0011
lake,PRLA,PRLA.AOS.riparian.point.07,2017-04-17T15:15:00Z,PRLA.20170417,PRLA.20170417.EPILITHON.7,PRLA.20170417.EPILITHON.7,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0034
lake,PRLA,PRLA.AOS.riparian.point.01,2017-04-17T15:15:00Z,PRLA.20170417,PRLA.20170417.EPILITHON.1,PRLA.20170417.EPILITHON.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0017
lake,PRLA,PRLA.AOS.buoy.c0,2017-04-17T15:15:00Z,PRLA.20170417,PRLA.20170417.PHYTOPLANKTON.3,PRLA.20170417.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,60,NA,0.0015
lake,PRLA,PRLA.AOS.riparian.point.05,2017-04-17T15:15:00Z,PRLA.20170417,PRLA.20170417.EPILITHON.5,PRLA.20170417.EPILITHON.5,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,2,NA,0.0028
lake,PRLA,PRLA.AOS.riparian.point.03,2017-04-17T15:15:00Z,PRLA.20170417,PRLA.20170417.EPILITHON.3,PRLA.20170417.EPILITHON.3,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,2,NA,0.0025
lake,PRLA,PRLA.AOS.littoral2,2017-04-17T15:15:00Z,PRLA.20170417,PRLA.20170417.PHYTOPLANKTON.2,PRLA.20170417.PHYTOPLANKTON.2,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,60,NA,0.0013
lake,PRLA,PRLA.AOS.littoral1,2017-04-17T15:15:00Z,PRLA.20170417,PRLA.20170417.PHYTOPLANKTON.1,PRLA.20170417.PHYTOPLANKTON.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,60,NA,0.0014
lake,PRLA,PRLA.AOS.riparian.point.08,2017-07-10T14:40:00Z,PRLA.20170710,PRLA.20170710.EPILITHON.8,PRLA.20170710.EPILITHON.8,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0052
lake,PRLA,PRLA.AOS.riparian.point.04,2017-07-10T14:40:00Z,PRLA.20170710,PRLA.20170710.EPILITHON.4,PRLA.20170710.EPILITHON.4,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0019
lake,PRLA,PRLA.AOS.riparian.point.10,2017-07-10T14:40:00Z,PRLA.20170710,PRLA.20170710.EPILITHON.10,PRLA.20170710.EPILITHON.10,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,4,NA,0.003
lake,PRLA,PRLA.AOS.buoy.c0,2017-07-10T14:40:00Z,PRLA.20170710,PRLA.20170710.PHYTOPLANKTON.3,PRLA.20170710.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,100,NA,0.0026
lake,PRLA,PRLA.AOS.littoral1,2017-07-10T14:40:00Z,PRLA.20170710,PRLA.20170710.PHYTOPLANKTON.1,PRLA.20170710.PHYTOPLANKTON.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,100,NA,0.0027
lake,PRLA,PRLA.AOS.riparian.point.06,2017-07-10T14:40:00Z,PRLA.20170710,PRLA.20170710.EPILITHON.6,PRLA.20170710.EPILITHON.6,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,4,NA,0.0031
lake,PRLA,PRLA.AOS.littoral2,2017-07-10T14:40:00Z,PRLA.20170710,PRLA.20170710.PHYTOPLANKTON.2,PRLA.20170710.PHYTOPLANKTON.2,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,100,NA,0.0034
lake,PRLA,PRLA.AOS.riparian.point.02,2017-07-10T14:40:00Z,PRLA.20170710,PRLA.20170710.EPILITHON.2,PRLA.20170710.EPILITHON.2,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,4,NA,0.002
lake,PRLA,PRLA.AOS.littoral2,2017-09-11T15:10:00Z,PRLA.20170911,PRLA.20170911.PHYTOPLANKTON.2,PRLA.20170911.PHYTOPLANKTON.2,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,70,NA,0.0032
lake,PRLA,PRLA.AOS.riparian.point.10,2017-09-11T15:10:00Z,PRLA.20170911,PRLA.20170911.EPILITHON.10,PRLA.20170911.EPILITHON.10,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,4,NA,0.0023
lake,PRLA,PRLA.AOS.littoral1,2017-09-11T15:10:00Z,PRLA.20170911,PRLA.20170911.PHYTOPLANKTON.1,PRLA.20170911.PHYTOPLANKTON.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,60,NA,0.0027
lake,PRLA,PRLA.AOS.riparian.point.06,2017-09-11T15:10:00Z,PRLA.20170911,PRLA.20170911.EPILITHON.6,PRLA.20170911.EPILITHON.6,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0021
lake,PRLA,PRLA.AOS.buoy.c0,2017-09-11T15:10:00Z,PRLA.20170911,PRLA.20170911.PHYTOPLANKTON.3,PRLA.20170911.PHYTOPLANKTON.3,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,60,NA,0.0028
lake,PRLA,PRLA.AOS.riparian.point.08,2017-09-11T15:10:00Z,PRLA.20170911,PRLA.20170911.EPILITHON.8,PRLA.20170911.EPILITHON.8,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0031
lake,PRLA,PRLA.AOS.riparian.point.04,2017-09-11T15:10:00Z,PRLA.20170911,PRLA.20170911.EPILITHON.4,PRLA.20170911.EPILITHON.4,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,4,NA,0.001
lake,PRLA,PRLA.AOS.riparian.point.02,2017-09-11T15:10:00Z,PRLA.20170911,PRLA.20170911.EPILITHON.2,PRLA.20170911.EPILITHON.2,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0025
lake,PRLA,PRLA.AOS.riparian.point.01,2018-05-09T14:30:00Z,PRLA.20180509,PRLA.20180509.EPILITHON.1,PRLA.20180509.EPILITHON.1.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0021
lake,PRLA,PRLA.AOS.littoral2,2018-05-09T14:30:00Z,PRLA.20180509,PRLA.20180509.PHYTOPLANKTON.2,PRLA.20180509.PHYTOPLANKTON.2.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,100,NA,0.004
lake,PRLA,PRLA.AOS.littoral1,2018-05-09T14:30:00Z,PRLA.20180509,PRLA.20180509.PHYTOPLANKTON.1,PRLA.20180509.PHYTOPLANKTON.1.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,100,NA,0.0038
lake,PRLA,PRLA.AOS.riparian.point.07,2018-05-09T14:30:00Z,PRLA.20180509,PRLA.20180509.EPILITHON.7,PRLA.20180509.EPILITHON.7.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0016
lake,PRLA,PRLA.AOS.riparian.point.03,2018-05-09T14:30:00Z,PRLA.20180509,PRLA.20180509.EPILITHON.3,PRLA.20180509.EPILITHON.3.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0033
lake,PRLA,PRLA.AOS.riparian.point.05,2018-05-09T14:30:00Z,PRLA.20180509,PRLA.20180509.EPILITHON.5,PRLA.20180509.EPILITHON.5.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0028
lake,PRLA,PRLA.AOS.buoy.c0,2018-05-09T14:30:00Z,PRLA.20180509,PRLA.20180509.PHYTOPLANKTON.3,PRLA.20180509.PHYTOPLANKTON.3.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,100,NA,0.0036
lake,PRLA,PRLA.AOS.riparian.point.09,2018-05-09T14:30:00Z,PRLA.20180509,PRLA.20180509.EPILITHON.9,PRLA.20180509.EPILITHON.9.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0022
lake,PRLA,PRLA.AOS.riparian.point.07,2018-07-11T14:06:00Z,PRLA.20180711,PRLA.20180711.EPILITHON.7,PRLA.20180711.EPILITHON.7.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0022
lake,PRLA,PRLA.AOS.riparian.point.01,2018-07-11T14:06:00Z,PRLA.20180711,PRLA.20180711.EPILITHON.1,PRLA.20180711.EPILITHON.1.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,9e-4
lake,PRLA,PRLA.AOS.riparian.point.05,2018-07-11T14:06:00Z,PRLA.20180711,PRLA.20180711.EPILITHON.5,PRLA.20180711.EPILITHON.5.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0047
lake,PRLA,PRLA.AOS.riparian.point.03,2018-07-11T14:06:00Z,PRLA.20180711,PRLA.20180711.EPILITHON.3,PRLA.20180711.EPILITHON.3.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0024
lake,PRLA,PRLA.AOS.littoral2,2018-07-11T14:06:00Z,PRLA.20180711,PRLA.20180711.PHYTOPLANKTON.2,PRLA.20180711.PHYTOPLANKTON.2.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,50,NA,0.0025
lake,PRLA,PRLA.AOS.littoral1,2018-07-11T14:06:00Z,PRLA.20180711,PRLA.20180711.PHYTOPLANKTON.1,PRLA.20180711.PHYTOPLANKTON.1.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,50,NA,0.0027
lake,PRLA,PRLA.AOS.riparian.point.09,2018-07-11T14:06:00Z,PRLA.20180711,PRLA.20180711.EPILITHON.9,PRLA.20180711.EPILITHON.9.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,7e-4
lake,PRLA,PRLA.AOS.buoy.c0,2018-07-11T14:06:00Z,PRLA.20180711,PRLA.20180711.PHYTOPLANKTON.3,PRLA.20180711.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,50,NA,0.0026
lake,PRLA,PRLA.AOS.littoral1,2018-09-11T14:05:00Z,PRLA.20180911,PRLA.20180911.PHYTOPLANKTON.1,PRLA.20180911.PHYTOPLANKTON.1.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,70,NA,0.0041
lake,PRLA,PRLA.AOS.riparian.point.02,2018-09-11T14:05:00Z,PRLA.20180911,PRLA.20180911.EPILITHON.2,PRLA.20180911.EPILITHON.2.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0034
lake,PRLA,PRLA.AOS.riparian.point.08,2018-09-11T14:05:00Z,PRLA.20180911,PRLA.20180911.EPILITHON.8,PRLA.20180911.EPILITHON.8.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0022
lake,PRLA,PRLA.AOS.buoy.c0,2018-09-11T14:05:00Z,PRLA.20180911,PRLA.20180911.PHYTOPLANKTON.3,PRLA.20180911.PHYTOPLANKTON.3.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,70,NA,0.0045
lake,PRLA,PRLA.AOS.riparian.point.10,2018-09-11T14:05:00Z,PRLA.20180911,PRLA.20180911.EPILITHON.10,PRLA.20180911.EPILITHON.10.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0019
lake,PRLA,PRLA.AOS.littoral2,2018-09-11T14:05:00Z,PRLA.20180911,PRLA.20180911.PHYTOPLANKTON.2,PRLA.20180911.PHYTOPLANKTON.2.AFDM.1,littoral,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,70,NA,0.0047
lake,PRLA,PRLA.AOS.riparian.point.05,2018-09-11T14:05:00Z,PRLA.20180911,PRLA.20180911.EPILITHON.5,PRLA.20180911.EPILITHON.5.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0027
lake,PRLA,PRLA.AOS.riparian.point.06,2018-09-11T14:05:00Z,PRLA.20180911,PRLA.20180911.EPILITHON.6,PRLA.20180911.EPILITHON.6.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,5,NA,0.0019
lake,PRLA,PRLA.AOS.riparian.point.10,2019-04-24T14:22:00Z,PRLA.20190424,PRLA.20190424.EPILITHON.10,PRLA.20190424.EPILITHON.10.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,10,NA,0.0012
lake,PRLA,PRLA.AOS.buoy.c1,2019-04-24T14:22:00Z,PRLA.20190424,PRLA.20190424.PHYTOPLANKTON.3,PRLA.20190424.PHYTOPLANKTON.3.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,70,NA,8e-4
lake,PRLA,PRLA.AOS.littoral1,2019-04-24T14:22:00Z,PRLA.20190424,PRLA.20190424.PHYTOPLANKTON.1,PRLA.20190424.PHYTOPLANKTON.1.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,70,NA,7e-4
lake,PRLA,PRLA.AOS.littoral2,2019-04-24T14:22:00Z,PRLA.20190424,PRLA.20190424.PHYTOPLANKTON.2,PRLA.20190424.PHYTOPLANKTON.2.AFDM.1,pelagic,phytoplankton,Kemmerer,NA,NA,NA,4000,NA,NA,70,NA,9e-4
lake,PRLA,PRLA.AOS.riparian.point.08,2019-04-24T14:22:00Z,PRLA.20190424,PRLA.20190424.EPILITHON.8,PRLA.20190424.EPILITHON.8.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3,NA,0.0014
lake,PRLA,PRLA.AOS.riparian.point.02,2019-04-24T14:22:00Z,PRLA.20190424,PRLA.20190424.EPILITHON.2,PRLA.20190424.EPILITHON.2.AFDM.1,littoral,epilithon,scrub,0.002406,NA,NA,250,NA,NA,3.5,NA,0.0012
