"","domainID","siteID","collectDate","sampleID","chlorophyllMicrogramsPerLiter"
"39127","D09","PRPO",2023-07-10,"PRPO.20230710.PHYTOPLANKTON.3.CHL/PHEO.1",82.91
"39132","D09","PRPO",2023-07-10,"PRPO.20230710.PHYTOPLANKTON.2.CHL/PHEO.1",83.51
"39153","D09","PRPO",2023-07-10,"PRPO.20230710.PHYTOPLANKTON.1.CHL/PHEO.1",45.4
"39225","D09","PRPO",2023-09-18,"PRPO.20230918.PHYTOPLANKTON.2.CHL/PHEO.1",69.58
"39235","D09","PRPO",2023-09-18,"PRPO.20230918.PHYTOPLANKTON.3.CHL/PHEO.1",76.15
"39250","D09","PRPO",2023-09-18,"PRPO.20230918.PHYTOPLANKTON.1.CHL/PHEO.1",74.29
"58962","D18","TOOK",2018-06-28,"TOOK.20180628.PHYTOPLANKTON.3.CHL/PHEO.1",1.23
"58963","D18","TOOK",2018-06-28,"TOOK.20180628.PHYTOPLANKTON.2.CHL/PHEO.1",1.81
"59016","D18","TOOK",2018-06-28,"TOOK.20180628.PHYTOPLANKTON.1.CHL/PHEO.1",1.6
"59039","D18","TOOK",2018-08-01,"TOOK.20180801.PHYTOPLANKTON.2.CHL/PHEO.1",0.7
"59047","D18","TOOK",2018-08-01,"TOOK.20180801.PHYTOPLANKTON.1.CHL/PHEO.1",0.71
"59089","D18","TOOK",2018-08-01,"TOOK.20180801.PHYTOPLANKTON.3.CHL/PHEO.1",1.08
"59143","D18","TOOK",2018-09-19,"TOOK.20180919.PHYTOPLANKTON.2.CHL/PHEO.1",0.3
"59149","D18","TOOK",2018-09-19,"TOOK.20180919.PHYTOPLANKTON.1.CHL/PHEO.1",0.59
"59178","D18","TOOK",2018-09-19,"TOOK.20180919.PHYTOPLANKTON.3.CHL/PHEO.1",0.7
"59212","D18","TOOK",2019-06-21,"TOOK.20190621.PHYTOPLANKTON.3.CHL/PHEO.1",1.51
"59229","D18","TOOK",2019-06-21,"TOOK.20190621.PHYTOPLANKTON.1.CHL/PHEO.1",1.96
"59240","D18","TOOK",2019-06-21,"TOOK.20190621.PHYTOPLANKTON.2.CHL/PHEO.1",1.19
"59280","D18","TOOK",2019-07-31,"TOOK.20190731.PHYTOPLANKTON.1.CHL/PHEO.1",1.88
"59281","D18","TOOK",2019-07-31,"TOOK.20190731.PHYTOPLANKTON.2.CHL/PHEO.1",1.57
"59287","D18","TOOK",2019-07-31,"TOOK.20190731.PHYTOPLANKTON.3.CHL/PHEO.1",2.06
"59358","D18","TOOK",2019-09-10,"TOOK.20190910.PHYTOPLANKTON.1.CHL/PHEO.1",1.79
"59380","D18","TOOK",2019-09-10,"TOOK.20190910.PHYTOPLANKTON.3.CHL/PHEO.1",1.71
"59406","D18","TOOK",2019-09-10,"TOOK.20190910.PHYTOPLANKTON.2.CHL/PHEO.1",0.75
"59418","D18","TOOK",2020-08-19,"TOOK.20200819.PHYTOPLANKTON.2.CHL/PHEO.1",1.12
"59436","D18","TOOK",2020-08-19,"TOOK.20200819.PHYTOPLANKTON.1.CHL/PHEO.1",1.56
"59506","D18","TOOK",2020-08-19,"TOOK.20200819.PHYTOPLANKTON.3.CHL/PHEO.1",1.01
"59530","D18","TOOK",2020-07-19,"TOOK.20200719.PHYTOPLANKTON.2.CHL/PHEO.1",1.44
"59567","D18","TOOK",2020-07-19,"TOOK.20200719.PHYTOPLANKTON.3.CHL/PHEO.1",1.16
"59568","D18","TOOK",2020-07-19,"TOOK.20200719.PHYTOPLANKTON.1.CHL/PHEO.1",1.82
"59621","D18","TOOK",2020-09-05,"TOOK.20200905.PHYTOPLANKTON.3.CHL/PHEO.1",1.03
"59624","D18","TOOK",2020-09-05,"TOOK.20200905.PHYTOPLANKTON.1.CHL/PHEO.1",1.33
"59658","D18","TOOK",2020-09-05,"TOOK.20200905.PHYTOPLANKTON.2.CHL/PHEO.1",1.9
"59726","D18","TOOK",2021-07-08,"TOOK.20210708.PHYTOPLANKTON.2.CHL/PHEO.1",1.7
"59759","D18","TOOK",2021-07-08,"TOOK.20210708.PHYTOPLANKTON.1.CHL/PHEO.1",0.62
"59774","D18","TOOK",2021-07-08,"TOOK.20210708.PHYTOPLANKTON.3.CHL/PHEO.1",0.95
"59880","D18","TOOK",2021-07-29,"TOOK.20210729.PHYTOPLANKTON.2.CHL/PHEO.1",2.39
"59886","D18","TOOK",2021-07-29,"TOOK.20210729.PHYTOPLANKTON.3.CHL/PHEO.1",0.92
"59888","D18","TOOK",2021-07-29,"TOOK.20210729.PHYTOPLANKTON.1.CHL/PHEO.1",2.99
"59937","D18","TOOK",2021-09-07,"TOOK.20210907.PHYTOPLANKTON.2.CHL/PHEO.1",0.72
"59949","D18","TOOK",2021-09-07,"TOOK.20210907.PHYTOPLANKTON.1.CHL/PHEO.1",1.4
"60000","D18","TOOK",2021-09-07,"TOOK.20210907.PHYTOPLANKTON.3.CHL/PHEO.1",1.16
"60026","D18","TOOK",2022-06-25,"TOOK.20220625.PHYTOPLANKTON.3.CHL/PHEO.1",3.08
"60067","D18","TOOK",2022-06-25,"TOOK.20220625.PHYTOPLANKTON.1.CHL/PHEO.1",3.18
"60085","D18","TOOK",2022-06-25,"TOOK.20220625.PHYTOPLANKTON.2.CHL/PHEO.1",3.3
"60116","D18","TOOK",2022-09-12,"TOOK.20220912.PHYTOPLANKTON.3.CHL/PHEO.1",6.88
"60127","D18","TOOK",2022-09-12,"TOOK.20220912.PHYTOPLANKTON.1.CHL/PHEO.1",4.04
"60138","D18","TOOK",2022-09-12,"TOOK.20220912.PHYTOPLANKTON.2.CHL/PHEO.1",3.99
"60225","D18","TOOK",2022-08-04,"TOOK.20220804.PHYTOPLANKTON.1.CHL/PHEO.1",4.69
"60234","D18","TOOK",2022-08-04,"TOOK.20220804.PHYTOPLANKTON.2.CHL/PHEO.1",4.49
"60303","D18","TOOK",2022-08-04,"TOOK.20220804.PHYTOPLANKTON.3.CHL/PHEO.1",4.4
"60350","D18","TOOK",2023-07-01,"TOOK.20230701.PHYTOPLANKTON.3.CHL/PHEO.1",7.68
"60357","D18","TOOK",2023-07-01,"TOOK.20230701.PHYTOPLANKTON.2.CHL/PHEO.1",8.18
"60378","D18","TOOK",2023-07-01,"TOOK.20230701.PHYTOPLANKTON.1.CHL/PHEO.1",4.83
"60413","D18","TOOK",2023-07-28,"TOOK.20230728.PHYTOPLANKTON.2.CHL/PHEO.1",5.28
"60465","D18","TOOK",2023-07-28,"TOOK.20230728.PHYTOPLANKTON.3.CHL/PHEO.1",5.18
"60500","D18","TOOK",2023-07-28,"TOOK.20230728.PHYTOPLANKTON.1.CHL/PHEO.1",5.08
"60623","D18","TOOK",2023-09-08,"TOOK.20230908.PHYTOPLANKTON.3.CHL/PHEO.1",7.02
"60654","D18","TOOK",2023-09-08,"TOOK.20230908.PHYTOPLANKTON.2.CHL/PHEO.1",5.94
"60674","D18","TOOK",2023-09-08,"TOOK.20230908.PHYTOPLANKTON.1.CHL/PHEO.1",5.4
"116","D03","BARC",2024-02-14,"BARC.20240214.PHYTOPLANKTON.COMP2.CHL/PHEO.1",0.67
"124","D03","BARC",2024-07-08,"BARC.20240708.PHYTOPLANKTON.COMP2.CHL/PHEO.2",10.86
"125","D03","BARC",2024-07-08,"BARC.20240708.PHYTOPLANKTON.COMP2.CHL/PHEO.1",10.47
"128","D03","BARC",2024-11-13,"BARC.20241113.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.89
"1331","D03","BARC",2025-02-18,"BARC.20250218.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.04
"139","D03","BARC",2025-07-29,"BARC.20250729.PHYTOPLANKTON.COMP2.CHL/PHEO.1",1.79
"144","D03","BARC",2025-10-29,"BARC.20251029.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.62
"1471","D03","BARC",2026-02-09,"BARC.20260209.PHYTOPLANKTON.COMP2.CHL/PHEO.1",0.43
"149","D03","BARC",2026-02-09,"BARC.20260209.PHYTOPLANKTON.COMP2.CHL/PHEO.2",0.37
"151","D03","FLNT",2024-04-02,"FLNT.20240402.PHYTOPLANKTON.COMP2.CHL/PHEO.1",6.14
"161","D03","FLNT",2024-07-17,"FLNT.20240717.PHYTOPLANKTON.COMP2.CHL/PHEO.1",9.29
"166","D03","FLNT",2024-11-05,"FLNT.20241105.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.48
"171","D03","FLNT",2025-03-18,"FLNT.20250318.PHYTOPLANKTON.COMP2.CHL/PHEO.1",2.31
"173","D03","FLNT",2025-07-22,"FLNT.20250722.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.46
"179","D03","FLNT",2025-10-07,"FLNT.20251007.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.03
"182","D03","FLNT",2026-02-24,"FLNT.20260224.PHYTOPLANKTON.COMP2.CHL/PHEO.1",2.06
"183","D03","FLNT",2026-02-24,"FLNT.20260224.PHYTOPLANKTON.COMP2.CHL/PHEO.2",1.78
"188","D03","SUGG",2024-02-12,"SUGG.20240212.PHYTOPLANKTON.COMP2.CHL/PHEO.1",7.5
"194","D03","SUGG",2024-07-08,"SUGG.20240708.PHYTOPLANKTON.COMP2.CHL/PHEO.1",10.41
"202","D03","SUGG",2024-11-12,"SUGG.20241112.PHYTOPLANKTON.COMP2.CHL/PHEO.1",4.27
"203","D03","SUGG",2025-02-18,"SUGG.20250218.PHYTOPLANKTON.COMP2.CHL/PHEO.2",2.3
"208","D03","SUGG",2025-02-18,"SUGG.20250218.PHYTOPLANKTON.COMP2.CHL/PHEO.1",2.31
"210","D03","SUGG",2025-07-29,"SUGG.20250729.PHYTOPLANKTON.COMP2.CHL/PHEO.1",11.18
"216","D03","SUGG",2025-10-28,"SUGG.20251028.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.95
"220","D03","SUGG",2026-02-09,"SUGG.20260209.PHYTOPLANKTON.COMP2.CHL/PHEO.2",4.98
"222","D03","SUGG",2026-02-09,"SUGG.20260209.PHYTOPLANKTON.COMP2.CHL/PHEO.1",4.61
"319","D05","CRAM",2024-04-22,"CRAM.20240422.PHYTOPLANKTON.COMP2.CHL/PHEO.1",2.94
"321","D05","CRAM",2024-04-22,"CRAM.20240422.PHYTOPLANKTON.COMP2.CHL/PHEO.2",2.98
"330","D05","CRAM",2024-07-11,"CRAM.20240711.PHYTOPLANKTON.COMP2.CHL/PHEO.1",13.25
"332","D05","CRAM",2024-09-16,"CRAM.20240916.PHYTOPLANKTON.COMP2.CHL/PHEO.1",16.29
"339","D05","CRAM",2025-05-27,"CRAM.20250527.PHYTOPLANKTON.COMP2.CHL/PHEO.1",5.54
"347","D05","CRAM",2025-07-10,"CRAM.20250710.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.17
"353","D05","CRAM",2025-09-15,"CRAM.20250915.PHYTOPLANKTON.COMP2.CHL/PHEO.1",4.49
"356","D05","LIRO",2024-04-15,"LIRO.20240415.PHYTOPLANKTON.COMP2.CHL/PHEO.2",14.31
"360","D05","LIRO",2024-04-15,"LIRO.20240415.PHYTOPLANKTON.COMP2.CHL/PHEO.1",14.8
"363","D05","LIRO",2024-07-22,"LIRO.20240722.PHYTOPLANKTON.COMP2.CHL/PHEO.1",4.24
"367","D05","LIRO",2024-09-09,"LIRO.20240909.PHYTOPLANKTON.COMP2.CHL/PHEO.1",24.9
"378","D05","LIRO",2025-05-19,"LIRO.20250519.PHYTOPLANKTON.COMP2.CHL/PHEO.1",2.92
"380","D05","LIRO",2025-07-21,"LIRO.20250721.PHYTOPLANKTON.COMP2.CHL/PHEO.2",3.4
"384","D05","LIRO",2025-07-21,"LIRO.20250721.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.6
"389","D05","LIRO",2025-09-08,"LIRO.20250908.PHYTOPLANKTON.COMP2.CHL/PHEO.1",12.08
"537","D08","BLWA",2024-02-27,"BLWA.20240227.PHYTOPLANKTON.COMP2.CHL/PHEO.1",6.42
"543","D08","BLWA",2024-07-23,"BLWA.20240723.PHYTOPLANKTON.COMP2.CHL/PHEO.1",8.58
"547","D08","BLWA",2024-11-11,"BLWA.20241111.PHYTOPLANKTON.COMP2.CHL/PHEO.1",9.99
"556","D08","BLWA",2025-03-25,"BLWA.20250325.PHYTOPLANKTON.COMP2.CHL/PHEO.1",16.32
"5591","D08","BLWA",2025-07-01,"BLWA.20250701.PHYTOPLANKTON.COMP2.CHL/PHEO.1",19.58
"562","D08","BLWA",2025-10-28,"BLWA.20251028.PHYTOPLANKTON.COMP2.CHL/PHEO.1",4.57
"570","D08","BLWA",2026-02-23,"BLWA.20260223.PHYTOPLANKTON.COMP2.CHL/PHEO.1",20.34
"612","D08","TOMB",2024-04-08,"TOMB.20240408.PHYTOPLANKTON.COMP2.CHL/PHEO.1",11.13
"614","D08","TOMB",2024-07-16,"TOMB.20240716.PHYTOPLANKTON.COMP2.CHL/PHEO.1",23.11
"618","D08","TOMB",2024-11-06,"TOMB.20241106.PHYTOPLANKTON.COMP2.CHL/PHEO.1",6.74
"624","D08","TOMB",2025-03-12,"TOMB.20250312.PHYTOPLANKTON.COMP2.CHL/PHEO.1",5.44
"630","D08","TOMB",2025-07-08,"TOMB.20250708.PHYTOPLANKTON.COMP2.CHL/PHEO.1",18.94
"634","D08","TOMB",2025-11-18,"TOMB.20251118.PHYTOPLANKTON.COMP2.CHL/PHEO.1",8.19
"640","D09","PRLA",2024-04-30,"PRLA.20240430.PHYTOPLANKTON.COMP2.CHL/PHEO.1",108.16
"646","D09","PRLA",2024-07-22,"PRLA.20240722.PHYTOPLANKTON.COMP2.CHL/PHEO.1",97.62
"652","D09","PRLA",2024-09-11,"PRLA.20240911.PHYTOPLANKTON.COMP2.CHL/PHEO.1",108.8
"656","D09","PRLA",2025-04-30,"PRLA.20250430.PHYTOPLANKTON.COMP2.CHL/PHEO.1",112.4
"659","D09","PRLA",2025-07-21,"PRLA.20250721.PHYTOPLANKTON.COMP2.CHL/PHEO.2",130.3
"660","D09","PRLA",2025-07-21,"PRLA.20250721.PHYTOPLANKTON.COMP2.CHL/PHEO.1",134.7
"669","D09","PRLA",2025-09-17,"PRLA.20250917.PHYTOPLANKTON.COMP2.CHL/PHEO.1",170.6
"672","D09","PRPO",2024-05-06,"PRPO.20240506.PHYTOPLANKTON.COMP2.CHL/PHEO.1",98.91
"680","D09","PRPO",2024-07-22,"PRPO.20240722.PHYTOPLANKTON.COMP2.CHL/PHEO.1",25.89
"6851","D09","PRPO",2024-09-10,"PRPO.20240910.PHYTOPLANKTON.COMP2.CHL/PHEO.2",66.05
"686","D09","PRPO",2024-09-10,"PRPO.20240910.PHYTOPLANKTON.COMP2.CHL/PHEO.1",59.37
"693","D09","PRPO",2025-05-01,"PRPO.20250501.PHYTOPLANKTON.COMP2.CHL/PHEO.1",13.06
"694","D09","PRPO",2025-05-01,"PRPO.20250501.PHYTOPLANKTON.COMP2.CHL/PHEO.2",14.22
"699","D09","PRPO",2025-07-14,"PRPO.20250714.PHYTOPLANKTON.COMP2.CHL/PHEO.1",17.16
"704","D09","PRPO",2025-09-22,"PRPO.20250922.PHYTOPLANKTON.COMP2.CHL/PHEO.1",28.97
"11521","D18","TOOK",2024-07-05,"TOOK.20240705.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.93
"1153","D18","TOOK",2024-07-05,"TOOK.20240705.PHYTOPLANKTON.COMP2.CHL/PHEO.2",3.73
"11601","D18","TOOK",2024-08-03,"TOOK.20240803.PHYTOPLANKTON.COMP2.CHL/PHEO.1",4.08
"1165","D18","TOOK",2024-09-04,"TOOK.20240904.PHYTOPLANKTON.COMP2.CHL/PHEO.1",5.18
"1169","D18","TOOK",2025-07-09,"TOOK.20250709.PHYTOPLANKTON.COMP2.CHL/PHEO.2",3.41
"1170","D18","TOOK",2025-07-09,"TOOK.20250709.PHYTOPLANKTON.COMP2.CHL/PHEO.1",3.66
"11741","D18","TOOK",2025-08-02,"TOOK.20250802.PHYTOPLANKTON.COMP2.CHL/PHEO.1",1.05
"1179","D18","TOOK",2025-09-10,"TOOK.20250910.PHYTOPLANKTON.COMP2.CHL/PHEO.1",1.58
